userid,country,state,county,city
USER_6f1b95e2,Canada,Québec,UKN,Montréal
USER_b179758f,United States of America,New York,Nassau,New Cassel
USER_1c87f445,United States of America,Georgia,Cherokee,UKN
USER_d56ba3d2,United States of America,California,San Diego County,San Diego
USER_d33abf07,United States of America,Maryland,Baltimore County,Owings Mills
USER_b2fe0330,United States of America,New York,Kings,NYC
USER_64c16bd5,United States of America,Ohio,Franklin County,Columbus
USER_f44d4005,United States of America,Texas,Harris County,Houston
USER_e0d6fc8f,United States of America,Florida,Miami-Dade County,UKN
USER_02d6358e,United States of America,New York,Bronx County,NYC
USER_fe202064,United States of America,Ohio,Cuyahoga County,Warrensville Heights
USER_ea9c54b1,United States of America,Illinois,Champaign County,Urbana
USER_9b25d3b7,United States of America,Georgia,Fulton County,Atlanta
USER_d93aaeca,United States of America,New York,Kings County,NYC
USER_af93808c,United States of America,North Carolina,Cumberland County,Fort Bragg
USER_2b297789,United States of America,UKN,District of Columbia,Washington
USER_e6b02d8d,United States of America,Florida,Broward County,Miramar
USER_17b98af6,United States of America,New York,Bronx County,NYC
USER_2473c813,United States of America,Florida,Broward County,Pembroke Pines
USER_c1042e79,United States of America,Michigan,Wayne,Detroit
USER_99af43d5,United States of America,New York,New York,NYC
USER_ce995f41,United States of America,California,Alameda County,Alameda
USER_5c46da79,United States of America,Maryland,Prince George's County,Adelphi
USER_d2aa4b17,United States of America,Virginia,Arlington County,Arlington
USER_42f872d9,United States of America,New York,Kings County,NYC
USER_3f47e2a9,United States of America,North Carolina,Mecklenburg County,Charlotte
USER_2334a6c6,United States of America,Florida,Leon County,Tallahassee
USER_4fdb1716,United States of America,Michigan,Oakland,Bloomfield Township
USER_ef27fe35,United States of America,North Carolina,Cumberland,UKN
USER_9d6c1864,United States of America,Pennsylvania,Delaware County,UKN
USER_f8d65f7d,United States of America,New York,Bronx County,NYC
USER_ce8d9f34,United States of America,Connecticut,Hartford,Hartford
USER_d0ba274a,United States of America,Georgia,Fulton County,Atlanta
USER_5bc1ab04,United States of America,New York,Kings,NYC
USER_62bbc015,United States of America,California,Orange,Buena Park
USER_436470d5,United States of America,California,SF,San Francisco
USER_81be84a9,United States of America,New York,Queens County,NYC
USER_4b5a5ed6,United States of America,California,Los Angeles,Hidden Hills
USER_209ea48b,United States of America,Wisconsin,Milwaukee,Milwaukee
USER_0995db73,United States of America,Georgia,Lowndes,UKN
USER_059788eb,United States of America,Mississippi,Lafayette,Oxford
USER_69513c16,United States of America,Florida,Hillsborough County,Brandon
USER_d0ed4048,Canada,Québec,UKN,Montréal
USER_f69d3b1d,United States of America,South Carolina,Richland,UKN
USER_1db5995d,United States of America,UKN,District of Columbia,Washington
USER_245e4655,United States of America,New York,Westchester,Yonkers
USER_6b228635,United States of America,Texas,Gregg,Longview
USER_50e430a1,United States of America,North Carolina,Wake County,Cary
USER_ba3a3919,United States of America,California,Los Angeles,Long Beach
USER_a61ced15,United States of America,Georgia,Fulton County,UKN
USER_3bcbd9f2,United States of America,New York,Queens County,NYC
USER_d6e38da3,United States of America,Maryland,Baltimore,Baltimore
USER_07b2892e,United States of America,Virginia,Chesterfield,UKN
USER_094233a1,United States of America,New York,Queens County,NYC
USER_c271e4ac,United States of America,Alabama,Jefferson County,Birmingham
USER_f7aaf96d,United States of America,New Jersey,Essex County,Newark
USER_fed3fc05,United States of America,New York,Kings,NYC
USER_3cf18b47,United States of America,Texas,Harris,Houston
USER_b3fccf30,United States of America,New York,Queens County,NYC
USER_0e3f5a7a,United States of America,Maryland,Montgomery County,South Kensington
USER_e824cfce,United States of America,UKN,District of Columbia,Washington
USER_0eb7215e,United States of America,Virginia,Henrico,East Highland Park
USER_58d04a51,United States of America,New York,Kings County,NYC
USER_fcd39fb5,United States of America,Georgia,Paulding County,UKN
USER_662758f6,Canada,Ontario,Regional Municipality of Waterloo,Waterloo
USER_aebedcfe,United States of America,California,Los Angeles County,L.A.
USER_4edf5ba0,United States of America,New York,Queens County,NYC
USER_bde42a0e,United States of America,Texas,Harris County,Houston
USER_f336ad3f,United States of America,Florida,Duval County,Jacksonville
USER_2ebd13d3,United States of America,New York,Bronx County,NYC
USER_82472cb7,United States of America,New Jersey,Essex,West Orange
USER_41cc5280,United States of America,California,Riverside County,Riverside
USER_45064b4c,United States of America,California,Los Angeles County,L.A.
USER_c7f2884c,United States of America,Florida,Broward County,Pembroke Pines
USER_86a30665,United States of America,UKN,District of Columbia,Washington
USER_4102cb65,United States of America,Pennsylvania,Columbia County,Bloomsburg
USER_f5a043c8,United States of America,New Jersey,Essex County,Newark
USER_f4f93506,United States of America,Florida,Hillsborough County,UKN
USER_fe80beb2,United States of America,Georgia,Fulton County,UKN
USER_75238b52,United States of America,Texas,Bexar County,San Antonio
USER_17e9cc35,United States of America,South Carolina,Richland,UKN
USER_51f8de5c,United States of America,Michigan,Ingham County,Lansing
USER_83fa207d,United States of America,Missouri,St. Louis County,Bridgeton
USER_06ece911,United States of America,New York,Queens County,NYC
USER_8174cb79,United States of America,California,San Bernardino County,Rancho Cucamonga
USER_be28bfe1,United States of America,Georgia,Gwinnett County,UKN
USER_75e831e6,United States of America,New York,Westchester County,UKN
USER_ee7b86c7,United States of America,Texas,Harris,UKN
USER_da1a7a31,United States of America,North Carolina,Mecklenburg,Huntersville
USER_c16b1f26,United States of America,New York,Kings,NYC
USER_9bd8f79c,United States of America,Maryland,Prince George's,Bowie
USER_dd475855,United States of America,California,Solano,UKN
USER_d84f04ea,United States of America,Texas,Harris,Houston
USER_7a9f31d7,United States of America,Massachusetts,Essex County,Newburyport
USER_cda6cb7c,United States of America,Arizona,Maricopa County,Glendale
USER_e4db5abb,United States of America,Georgia,Fulton County,Atlanta
USER_8e5e17d2,United States of America,UKN,Dutchess,Poughkeepsie
USER_d4418ab2,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_0ae848e1,United States of America,Georgia,Sumter,Americus
USER_842ab5c3,United States of America,Texas,Harris,UKN
USER_551edce1,United States of America,Florida,Lee County,Fort Myers
USER_c8ab50e1,United States of America,Massachusetts,Suffolk County,Boston
USER_50e7e97b,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_7ea17532,United States of America,California,Sacramento,Sacramento
USER_d66c4bed,United States of America,New York,New York,NYC
USER_a5c750b6,United States of America,North Carolina,Guilford,Greensboro
USER_78664ac3,United States of America,Tennessee,Rutherford,Murfreesboro
USER_cd13b2eb,United States of America,New York,Kings,NYC
USER_5792a589,United States of America,North Carolina,Mecklenburg County,Charlotte
USER_639436ee,United States of America,Massachusetts,Middlesex County,Chelmsford
USER_724f0ba2,United States of America,California,Los Angeles,Compton
USER_9c92dc82,United States of America,Florida,Polk County,Haines City
USER_fc9df9d3,United States of America,California,Orange County,Placentia
USER_2969eabf,United States of America,New Jersey,Bergen,Teaneck Township
USER_0a36ec73,United States of America,California,Alameda County,Alameda
USER_7dcadb9d,United States of America,Louisiana,Jefferson,Terrytown
USER_e134e9a0,United States of America,Arizona,Maricopa County,Phoenix
USER_85fd0c7d,United States of America,New York,New York,NYC
USER_04f00846,United States of America,New York,Town of Clarkstown,Nanuet
USER_d27a6ef3,United States of America,Illinois,Cook County,Chicago
USER_91287b9b,United States of America,Maryland,Baltimore,Baltimore
USER_d24bc51b,United States of America,Arizona,Cochise,Sierra Vista
USER_25fcdff0,United States of America,Wisconsin,Milwaukee County,Wauwatosa
USER_6e01884b,United States of America,North Carolina,Orange,Durham
USER_8b6d99f0,United States of America,New York,New York,NYC
USER_6685db56,United States of America,New York,Bronx County,NYC
USER_55f597bf,United States of America,California,Los Angeles County,L.A.
USER_b7fd9138,United States of America,Texas,Hidalgo,McAllen
USER_cbdc95ad,United States of America,Arizona,Maricopa,UKN
USER_c507f31f,United States of America,New York,Kings,NYC
USER_f8384e4a,United States of America,New Jersey,Middlesex,Woodbridge Township
USER_f1682e39,United States of America,Ohio,Wood,UKN
USER_d37e38fb,United States of America,Pennsylvania,Dauphin County,Colonial Park
USER_05359f88,United States of America,North Carolina,Warren,Henderson
USER_995386b9,United States of America,New York,Westchester,Mount Vernon
USER_8a350a95,United States of America,Texas,Harris,Hedwig Village
USER_ec3ab3dd,United States of America,North Carolina,Chatham,UKN
USER_8323df2d,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_2830c4c9,United States of America,Connecticut,New Haven County,New Haven
USER_c6e1a10d,United States of America,California,Los Angeles,L.A.
USER_e7d6babb,United States of America,Maryland,Baltimore,Baltimore
USER_c83041e9,United States of America,Pennsylvania,Allegheny County,Pittsburgh
USER_e381d433,United States of America,New York,Kings,NYC
USER_9be9516c,United States of America,New Jersey,Essex,Montclair
USER_1eb59209,United States of America,Louisiana,East Baton Rouge,UKN
USER_77117e21,United States of America,Texas,Smith,Tyler
USER_3fbb0cf8,México,Sonora,UKN,Hermosillo
USER_f9506d2f,United States of America,Georgia,Fulton County,Atlanta
USER_8ba5e97b,United States of America,Minnesota,Ramsey County,Saint Paul
USER_8844e258,United States of America,New York,Bronx County,NYC
USER_64046075,United States of America,New York,Queens County,NYC
USER_92202224,United States of America,Virginia,Stafford,UKN
USER_37cdca75,United States of America,New York,Bronx County,NYC
USER_56f0f5d0,United States of America,California,Los Angeles,UKN
USER_676ce6e0,United States of America,Virginia,Hampton (city),Hampton
USER_1a0fcd0e,United States of America,New Jersey,Middlesex,Piscataway Township
USER_70856703,United States of America,California,Alameda County,Alameda
USER_ef3ad945,United States of America,New York,Queens County,NYC
USER_bba09a4e,Canada,Ontario,Brant County,Brantford
USER_ea3cb46a,United States of America,Virginia,Louisa,UKN
USER_a50edeb1,United States of America,New York,Queens County,NYC
USER_c10b9a80,United States of America,New York,Kings County,NYC
USER_1f30d9f5,United States of America,Alabama,Tuscaloosa,Tuscaloosa
USER_a9cd2f19,United States of America,Virginia,Chesterfield,Ettrick
USER_bf78d47d,United States of America,New York,New York,NYC
USER_7000e2da,United States of America,North Carolina,Cumberland,UKN
USER_0a8c3322,United States of America,Pennsylvania,Luzerne County,Wilkes-Barre
USER_bf843168,United States of America,Florida,Leon County,Tallahassee
USER_7c74cc7a,United States of America,Missouri,Jefferson,UKN
USER_59827235,United States of America,California,Los Angeles County,L.A.
USER_59c441e4,United States of America,New York,New York,NYC
USER_431086bc,United States of America,Florida,Broward County,UKN
USER_14852412,United States of America,Tennessee,Shelby,Memphis
USER_7a4defed,United States of America,Oklahoma,Pittsburg,UKN
USER_8f412073,United States of America,New York,Bronx County,NYC
USER_e1ec9f58,United States of America,New York,Queens County,NYC
USER_0b58828b,United States of America,New York,New York,NYC
USER_5f9eee45,United States of America,Missouri,St. Charles,UKN
USER_3517ebf7,United States of America,Maryland,Baltimore,Baltimore
USER_d085d059,United States of America,Georgia,Chatham,Savannah
USER_11876957,United States of America,Maryland,Baltimore,Baltimore
USER_c1832e4a,United States of America,Texas,Harris,UKN
USER_a8cdcbc1,United States of America,Virginia,Arlington County,Arlington
USER_cb1a6df1,United States of America,New York,Nassau,Valley Stream
USER_677a23a3,United States of America,New York,New York,NYC
USER_49e73407,United States of America,Pennsylvania,Centre,College township
USER_2a6b575a,United States of America,California,Contra Costa,Antioch
USER_7e58ff29,United States of America,Texas,Bexar County,San Antonio
USER_f6e3149c,United States of America,Massachusetts,Suffolk County,Boston
USER_7e1d61b0,United States of America,North Carolina,Wake County,Raleigh
USER_e1c4474b,United States of America,Georgia,Henry County,UKN
USER_69c8f642,United States of America,New Jersey,Hudson County,Jersey City
USER_f3669d79,United States of America,Georgia,Fulton County,Atlanta
USER_7966ae1b,United States of America,New York,New York County,NYC
USER_a25b13a6,United States of America,Florida,Miami-Dade County,UKN
USER_d4e9b55f,United States of America,California,Los Angeles,UKN
USER_f999c7a4,United States of America,New York,Nassau County,North Valley Stream
USER_90b14cc0,United States of America,Georgia,Bulloch County,Statesboro
USER_e076bbac,United States of America,New Jersey,Middlesex,Piscataway Township
USER_cb55061e,United States of America,Texas,Harris,Houston
USER_367a0747,United States of America,California,Alameda County,Alameda
USER_89d319b1,United States of America,California,Los Angeles County,UKN
USER_b757444f,United States of America,Virginia,Prince William,Dale City
USER_a73e6e11,United States of America,New York,New York,NYC
USER_538f0827,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_cd808c40,United States of America,Maryland,Baltimore,Baltimore
USER_cdb93d20,United States of America,Arkansas,Pulaski,Jacksonville
USER_1d461e03,United States of America,Florida,Broward County,Fort Lauderdale
USER_ba59378e,United States of America,Maryland,Baltimore,Baltimore
USER_19df88b3,United States of America,Louisiana,Vernon,Leesville
USER_2a298012,United States of America,Virginia,Norfolk (city),Norfolk
USER_eaed3de7,United States of America,California,Contra Costa,Richmond
USER_06af5da9,United States of America,Indiana,Marion,UKN
USER_4a2e1aba,United States of America,Tennessee,Rutherford County,Murfreesboro
USER_fa549141,United States of America,Texas,Harris,UKN
USER_20c40802,United States of America,Virginia,Stafford,UKN
USER_b1badc14,Canada,Ontario,UKN,Ottawa
USER_f93f7ceb,United States of America,Virginia,Loudoun,UKN
USER_b7311cce,United States of America,New Jersey,Mercer,Lawrence Township
USER_7dd65a56,United States of America,Michigan,Wayne,Detroit
USER_86b565c0,United States of America,North Carolina,Wake County,UKN
USER_370d56d9,United States of America,New York,Bronx County,NYC
USER_ca55545f,United States of America,New York,New York,NYC
USER_2fcebe40,United States of America,Maryland,Baltimore County,Milford Mill
USER_92084eec,United States of America,Ohio,Franklin County,Columbus
USER_59f847e9,United States of America,New York,New York County,NYC
USER_572a4677,United States of America,New York,Kings,NYC
USER_a7b88b8f,United States of America,New Jersey,Mercer,Ewing Township
USER_3472972d,United States of America,Arizona,Coconino,Flagstaff
USER_fa934a36,United States of America,New York,Kings,NYC
USER_a1100719,United States of America,New York,Kings County,NYC
USER_08d50ccb,United States of America,South Carolina,Richland,UKN
USER_855b5cb1,United States of America,New York,Kings,NYC
USER_d6b60387,United States of America,Georgia,Lee,Albany
USER_8462ec7d,United States of America,New York,Bronx County,NYC
USER_43357d60,United States of America,Georgia,Cobb,Smyrna
USER_2695b6bf,United States of America,Florida,Miami-Dade County,UKN
USER_b7eb5521,United States of America,Georgia,Bartow,Cartersville
USER_108c6289,Canada,Ontario,UKN,Mississauga
USER_3e6a8847,United States of America,Texas,Harris,Houston
USER_1ed72756,United States of America,New Jersey,Essex County,Newark
USER_a86c7270,United States of America,New York,New York,NYC
USER_7795ec14,United States of America,New York,Kings,NYC
USER_92dfa899,United States of America,California,Alameda County,Alameda
USER_db7676f6,United States of America,Illinois,Cook County,Chicago
USER_80413974,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_eadafcde,United States of America,New York,Bronx County,NYC
USER_30bcd924,United States of America,New York,Kings,NYC
USER_6c6e6323,United States of America,New Jersey,Middlesex,Edison
USER_2607131a,United States of America,New York,New York,NYC
USER_7148a7dd,United States of America,New York,Queens County,NYC
USER_8ed99e90,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_c90756db,United States of America,Illinois,Cook,Chicago
USER_26213dc4,United States of America,Virginia,York,Newport News
USER_30f524c0,United States of America,Connecticut,New Haven County,West Haven
USER_229a19ae,United States of America,New York,Kings,NYC
USER_4d802f2c,United States of America,Florida,Orange County,UKN
USER_3f020b40,United States of America,Maryland,Prince George's,Marlow Heights
USER_6c70c1a5,United States of America,Ohio,Cuyahoga County,Warrensville Heights
USER_9b83f3f6,United States of America,Ohio,Greene County,UKN
USER_fa8d0940,United States of America,Michigan,Genesee,Flint
USER_366ead5c,United States of America,California,Napa County,American Canyon
USER_5542b6a9,United States of America,Ohio,Franklin County,Columbus
USER_6db258cc,United States of America,New York,Nassau,Uniondale
USER_d3ba2e96,United States of America,New York,New York,NYC
USER_2fa7fc0d,United States of America,UKN,District of Columbia,UKN
USER_015ddc22,United States of America,New York,Kings,NYC
USER_44895076,United States of America,Ohio,Lucas County,Toledo
USER_4fd8fb1c,United States of America,Georgia,Fulton County,Atlanta
USER_4f9e2e25,United States of America,Ohio,Lucas County,Toledo
USER_fcf0d1e1,United States of America,New York,Richmond,NYC
USER_891a5ac1,United States of America,New York,Kings,NYC
USER_b5ac6d32,United States of America,North Carolina,Pitt,UKN
USER_38aab718,United States of America,Georgia,Cobb,UKN
USER_8363d8ef,United States of America,Illinois,Cook,UKN
USER_e69c2926,United States of America,Georgia,Clayton,UKN
USER_6c0ce87e,United States of America,California,Los Angeles,L.A.
USER_806b91ae,United States of America,New York,New York,NYC
USER_42d169f1,United States of America,Arizona,Maricopa County,UKN
USER_798d45c0,United States of America,Florida,Palm Beach County,UKN
USER_9f684ec0,United States of America,California,San Bernardino County,Ontario
USER_5a75f988,United States of America,New York,Queens County,NYC
USER_64c6133e,United States of America,New York,Queens County,NYC
USER_4119a52d,United States of America,Georgia,Dougherty,Albany
USER_fcadfb84,United States of America,New York,Queens County,NYC
USER_5e108da2,United States of America,Connecticut,Middlesex,Middletown
USER_4a7ed75c,United States of America,New York,Queens County,NYC
USER_ccabb575,United States of America,Arizona,Maricopa County,Peoria
USER_8a8a1880,United States of America,California,Placer County,UKN
USER_ba9f57f9,United States of America,Ohio,Montgomery County,Dayton
USER_b520d6ce,United States of America,New York,Nassau,Hempstead
USER_d80cbff7,United States of America,Michigan,Kent,Grand Rapids
USER_3c027111,United States of America,California,Riverside County,Corona
USER_a2fff1d7,United States of America,New York,Kings,NYC
USER_971fedb8,United States of America,California,Los Angeles,L.A.
USER_56e785f3,United States of America,New York,Kings,NYC
USER_3d617a59,United States of America,California,Los Angeles County,UKN
USER_b205bc54,United States of America,New Jersey,Passaic,Haledon
USER_3ba4a8fc,United States of America,New York,Bronx County,NYC
USER_aa1a4e3b,United States of America,Arizona,Maricopa,UKN
USER_200b7ebb,United States of America,Ohio,Portage,Streetsboro
USER_91eeaad0,United States of America,New York,Kings,NYC
USER_cbcc0df3,United States of America,Illinois,Cook,East Hazel Crest
USER_3731a11a,United States of America,New York,Richmond,NYC
USER_d8bb23ed,Canada,Ontario,UKN,Toronto
USER_ad8d87bf,United States of America,Missouri,St. Charles,UKN
USER_18b69a77,United States of America,New Jersey,Hudson County,Jersey City
USER_c47439ce,United States of America,Virginia,Norfolk (city),Virginia Beach
USER_e1043ae6,United States of America,California,San Bernardino County,Victorville
USER_4f036b7f,United States of America,Georgia,Cobb,Smyrna
USER_2fba7c8b,United States of America,Georgia,Gwinnett County,UKN
USER_581a59d5,United States of America,California,Santa Clara County,San José
USER_ed302b66,United States of America,Tennessee,Shelby County,Memphis
USER_727c7099,United States of America,Michigan,Wayne,Detroit
USER_e56a1208,Canada,Ontario,Durham Region,Ajax
USER_d8b369dd,United States of America,New York,Queens County,NYC
USER_d6342d1a,United States of America,Virginia,York,Newport News
USER_81428e21,United States of America,Missouri,St. Charles,Dellwood
USER_228cb456,United States of America,Illinois,Cook,Chicago
USER_196e7728,United States of America,New York,Nassau,East Garden City
USER_f4403470,United States of America,Texas,Harris,UKN
USER_2ab4b31f,United States of America,Maryland,Baltimore,Baltimore
USER_9709f01b,United States of America,Georgia,Henry County,UKN
USER_cca90c1a,United States of America,Massachusetts,Worcester County,Worcester
USER_34ebae0b,United States of America,Ohio,Coshocton,Conesville
USER_a75657c2,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_7368b78a,United States of America,Washington,Snohomish County,Everett
USER_01eb2870,United States of America,New York,Nassau,Hempstead
USER_420df1a0,United States of America,Georgia,Fulton County,Atlanta
USER_cf09caf8,United States of America,Florida,Broward County,UKN
USER_245e9545,United States of America,New York,Queens County,NYC
USER_2be39d7b,United States of America,New Jersey,Cape May,UKN
USER_843beaef,United States of America,New York,Queens County,NYC
USER_f49a56e6,United States of America,Illinois,Cook,Oak Park
USER_681faecc,United States of America,New York,Queens County,NYC
USER_dede6b3f,United States of America,Maryland,Prince George's,Clinton
USER_700dc7d5,United States of America,Florida,Miami-Dade County,Miami Gardens
USER_fb5776e5,United States of America,New York,Kings,NYC
USER_fef6a673,United States of America,Connecticut,New Haven,West Haven
USER_793408ba,United States of America,Maryland,Prince George's,UKN
USER_a8c2ef80,United States of America,New York,Kings,NYC
USER_261e78e9,United States of America,New York,Bronx County,NYC
USER_3a4e8124,United States of America,Virginia,Norfolk (city),Norfolk
USER_e6a9b0bc,United States of America,New York,Kings,NYC
USER_17b7197e,United States of America,New York,Kings,NYC
USER_869a643b,United States of America,Florida,Alachua County,Gainesville
USER_49ca2625,United States of America,Georgia,Henry,Stockbridge
USER_d6621282,United States of America,New York,Bronx County,NYC
USER_ba8b906a,United States of America,New York,Kings,NYC
USER_0a2e2634,United States of America,New York,Bronx County,NYC
USER_f3598aec,United States of America,New York,Nassau,Uniondale
USER_cc75ddbd,United States of America,New York,Monroe,Rochester
USER_7c29f3e6,United States of America,North Carolina,Durham,Durham
USER_17438322,United States of America,Ohio,Cuyahoga County,Cleveland
USER_63ecb5dd,United States of America,Mississippi,Sunflower,Indianola
USER_326374e9,United States of America,Florida,Miami-Dade County,Miami Gardens
USER_a0a37a32,United States of America,New York,New York,NYC
USER_fee0f216,United States of America,New Jersey,Union,Union
USER_c675c7a8,United States of America,Georgia,Fulton County,Atlanta
USER_aefba142,United States of America,Georgia,DeKalb County,UKN
USER_eb260d9f,United States of America,Massachusetts,Suffolk County,Boston
USER_afcb99c5,United States of America,Texas,Jefferson,UKN
USER_6f59aeb1,United States of America,Florida,Escambia County,UKN
USER_420e878e,United States of America,Florida,Leon County,Tallahassee
USER_22e7cc49,United States of America,New York,Queens County,NYC
USER_97d942bc,United States of America,Oregon,Lane,UKN
USER_8bce4971,United States of America,Rhode Island,Bristol,Bristol
USER_981d3e75,United States of America,New York,Nassau,Elmont
USER_92dfc61a,United States of America,Massachusetts,Suffolk County,Boston
USER_cb0bde29,United States of America,New York,Bronx County,NYC
USER_fb090aca,United States of America,Massachusetts,Suffolk County,Boston
USER_ed9f18c3,United States of America,New Jersey,Bergen County,Edgewater
USER_1ac087c6,United States of America,California,Alameda County,Alameda
USER_723e04c5,United States of America,Georgia,Fulton County,UKN
USER_16033b01,United States of America,UKN,District of Columbia,Washington
USER_63da039e,United States of America,Connecticut,Fairfield,Bridgeport
USER_a2790c6b,United States of America,New York,New York,NYC
USER_27a2e26f,United States of America,New Jersey,Essex County,East Orange
USER_2ece976d,United States of America,Florida,Miami-Dade County,Miami Gardens
USER_9614aee4,United States of America,Georgia,Paulding County,UKN
USER_ffe75f0c,United States of America,New Jersey,Essex,Maplewood
USER_a31f1bd5,United States of America,New York,Kings,NYC
USER_712a350a,United States of America,Georgia,Fulton County,Atlanta
USER_0985ce6e,United States of America,Maryland,Prince George's,UKN
USER_6fbc6106,United States of America,Indiana,Vanderburgh,Evansville
USER_97383b22,United States of America,North Carolina,Durham,Durham
USER_5fac5bf3,United States of America,Florida,Pinellas County,Dunedin
USER_bdefc99a,United States of America,New York,Kings,NYC
USER_a1dc3615,Canada,Ontario,Regional Municipality of Niagara,Welland
USER_34bd5fdd,United States of America,Georgia,Richmond,UKN
USER_46918ea3,United States of America,California,San Diego County,San Diego
USER_e5a9cab2,United States of America,California,San Joaquin,Stockton
USER_620d09b5,United States of America,Illinois,Winnebago County,UKN
USER_cfba8a52,United States of America,Kansas,Saline,UKN
USER_66b9411f,United States of America,Pennsylvania,Beaver,Pittsburgh
USER_1fde2545,United States of America,Georgia,Fulton County,Atlanta
USER_96da04d8,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_d47a8224,United States of America,Louisiana,Jefferson Parish,Harvey
USER_a2fe4235,United States of America,Virginia,Loudoun County,South Riding
USER_680d66d5,United States of America,Oregon,Multnomah County,Portland
USER_4decb325,United States of America,Texas,Dallas,Dallas
USER_7bede529,United States of America,Texas,Dallas,Dallas
USER_c2ac1fe8,United States of America,Missouri,Jackson,Kansas City
USER_c335c3f5,United States of America,Illinois,Cook County,Chicago
USER_4df71b99,United States of America,New York,Queens County,NYC
USER_5c97e5ed,United States of America,California,Contra Costa,Richmond
USER_e652f2a1,United States of America,New York,Onondaga,Syracuse
USER_25cb790b,United States of America,Mississippi,Hinds,Jackson
USER_fbcba955,United States of America,Florida,Broward County,Davie
USER_60fb17c2,United States of America,Maryland,Baltimore,Baltimore
USER_f58d33b3,United States of America,Michigan,Ottawa County,UKN
USER_79518ebb,United States of America,Maryland,Carroll,UKN
USER_1967e123,United States of America,Texas,Travis,Austin
USER_56f3a42b,United States of America,New York,Kings,NYC
USER_67482d6c,United States of America,New York,Queens County,NYC
USER_1c23260b,United States of America,UKN,District of Columbia,Washington
USER_0194848c,United States of America,Florida,Broward County,Coconut Creek
USER_0f7a50fe,United States of America,California,Santa Clara County,Campbell
USER_6e3a6fed,United States of America,Texas,Harris,UKN
USER_e80dec2d,United States of America,Virginia,Henrico,UKN
USER_651c307a,United States of America,Virginia,Fairfax,UKN
USER_54dec6d9,United States of America,Michigan,Monroe,UKN
USER_f18e844a,United States of America,Tennessee,Davidson County,Nashville-Davidson
USER_e9b28db3,United States of America,Florida,Leon County,Tallahassee
USER_42f845e3,United States of America,Georgia,Rockdale,UKN
USER_d6826fa3,United States of America,Michigan,Wayne,Detroit
USER_99de4aac,United States of America,Texas,Harris,Houston
USER_2dd5f4bf,United States of America,New York,New York,NYC
USER_4c7bcb66,United States of America,Florida,Alachua County,Gainesville
USER_6a1ef210,United States of America,North Carolina,Guilford,Greensboro
USER_e480aa53,United States of America,Maryland,Montgomery,UKN
USER_0aae935a,United States of America,Florida,Miami-Dade County,Miami Gardens
USER_333366df,United States of America,Maryland,Prince George's,Lake Arbor
USER_4f125db6,United States of America,Georgia,Fulton County,Atlanta
USER_1b4c5e12,United States of America,New Jersey,Passaic,Paterson
USER_238819ed,United States of America,New York,Town of Herkimer,Herkimer
USER_ab62dbc2,United States of America,Texas,Guadalupe County,Schertz
USER_7a80be05,United States of America,New York,Kings,NYC
USER_999eeb39,United States of America,Pennsylvania,Philadelphia County,Philadelphia
USER_13ab969c,United States of America,Illinois,Cook,La Grange Park
USER_39dd7c7b,United States of America,Oklahoma,Oklahoma,Edmond
USER_bd69214e,United States of America,Michigan,Oakland,Pontiac
USER_1c32c2e4,United States of America,Michigan,Genesee,Burton
USER_0e354317,United States of America,Georgia,Carroll,Carrollton
USER_e4fb049b,United States of America,New York,Kings,NYC
USER_3d34a799,United States of America,Georgia,Fulton County,Atlanta
USER_3935bf3d,United States of America,Michigan,Wayne,Livonia
USER_9a075f51,United States of America,New York,Westchester,Yonkers
USER_4cd658cc,United States of America,UKN,District of Columbia,Washington
USER_f317dc49,United States of America,Tennessee,Davidson,Nashville-Davidson
USER_b39d693c,United States of America,New York,New York,NYC
USER_0d5f0616,United States of America,New York,New York,NYC
USER_719707cc,United States of America,Alabama,Mobile,UKN
USER_32648043,United States of America,Arizona,Maricopa,UKN
USER_3f8ede73,United States of America,Michigan,Macomb,Eastpointe
USER_3c099572,United States of America,Georgia,Bartow County,UKN
USER_f4f9f786,United States of America,New Jersey,Camden,Pennsauken Township
USER_dc823664,United States of America,Michigan,Genesee,Beecher
USER_bd33a7ba,United States of America,New York,Queens County,NYC
USER_a57b276a,United States of America,Florida,Broward County,Hallandale Beach
USER_e6474ea0,United States of America,Maryland,Montgomery,Germantown
USER_5af61710,United States of America,Arkansas,Jefferson,Pine Bluff
USER_045d595e,United States of America,New York,Bronx County,NYC
USER_14526344,United States of America,New York,Kings County,NYC
USER_ee4f8148,United States of America,Missouri,Boone,Columbia
USER_552757d6,United States of America,New York,New York,NYC
USER_d7fbe2d9,United States of America,Maryland,Montgomery County,Forest Glen
USER_be042ad4,United States of America,New York,Kings,NYC
USER_3da44234,United States of America,New York,Town of Ramapo,Monsey
USER_dd394901,United States of America,New York,Kings,NYC
USER_2565125b,Canada,Nova Scotia,Cumberland County,UKN
USER_4aca03e7,United States of America,New Jersey,Passaic,Passaic
